Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,fbref_id,90s_shooting_dup,Gls_shooting_dup,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_shooting_dup,PKatt_shooting_dup,fbref_id_shooting_dup,90s_passing_dup,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast_passing_dup,A-xAG,KP,1/3,PPA,CrsPA,fbref_id_passing_dup,90s_possession_dup,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att_possession_dup,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_possession_dup,PrgDist_possession_dup,1/3_possession_dup,CPA,Mis,Dis,Rec,fbref_id_possession_dup,90s_defense_dup,Tkl,TklW,Def 3rd_defense_dup,Mid 3rd_defense_dup,Att 3rd_defense_dup,Tkl.1,Att_defense_dup,Tkl%,Lost,Blocks,Sh_defense_dup,Pass,Int,Tkl+Int,Clr,Err,fbref_id_defense_dup,stint_id
Jonah Kusi-Asare,se SWE,FW,Fulham,18,2007,7,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,c7c26e61,0.6,0,0,0,,0.0,0.0,,,0,0,c7c26e61,0.6,,,,,,,,,,,,,,,0,,,,,,c7c26e61,0.6,,,,,,,,,,,,,,,,,,,,,c7c26e61,0.6,,1,,,,,,,,,,,0,,,,c7c26e61,Jonah Kusi-Asare__Fulham
Shea Lacey,eng ENG,FW,Manchester Utd,18,2007,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3160e952,0.5,0,4,1,25.0,8.37,2.09,0.0,0.0,0,0,3160e952,0.5,,,,,,,,,,,,,,,0,,,,,,3160e952,0.5,,,,,,,,,,,,,,,,,,,,,3160e952,0.5,,0,,,,,,,,,,,0,,,,3160e952,Shea Lacey__Manchester Utd
Maxence Lacroix,fr FRA,DF,Crystal Palace,25,2000,35,35,3085,34.3,1,2,3,1,0,0,4,1,0.03,0.06,0.09,0.03,0.09,277c49ed,34.3,1,25,7,28.0,0.73,0.2,0.04,0.14,0,0,277c49ed,34.3,,,,,,,,,,,,,,,2,,,,,,277c49ed,34.3,,,,,,,,,,,,,,,,,,,,,277c49ed,34.3,,38,,,,,,,,,,,45,,,,277c49ed,Maxence Lacroix__Crystal Palace
Senne Lammens,be BEL,GK,Manchester Utd,23,2002,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8e6d2fcd,32.0,0,0,0,,0.0,0.0,,,0,0,8e6d2fcd,32.0,,,,,,,,,,,,,,,0,,,,,,8e6d2fcd,32.0,,,,,,,,,,,,,,,,,,,,,8e6d2fcd,32.0,,1,,,,,,,,,,,0,,,,8e6d2fcd,Senne Lammens__Manchester Utd
Jamaal Lascelles,eng ENG,DF,Newcastle,31,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,450ab6fc,0.2,0,1,0,0.0,4.29,0.0,0.0,,0,0,450ab6fc,0.2,,,,,,,,,,,,,,,0,,,,,,450ab6fc,0.2,,,,,,,,,,,,,,,,,,,,,450ab6fc,0.2,,0,,,,,,,,,,,0,,,,450ab6fc,Jamaal Lascelles__Newcastle
Josh Laurent,eng ENG,DFMF,Burnley,30,1995,33,18,1764,19.6,1,0,1,1,0,0,7,1,0.05,0.0,0.05,0.05,0.05,f0068e0f,19.6,1,15,4,26.7,0.77,0.2,0.07,0.25,0,0,f0068e0f,19.6,,,,,,,,,,,,,,,0,,,,,,f0068e0f,19.6,,,,,,,,,,,,,,,,,,,,,f0068e0f,19.6,,25,,,,,,,,,,,28,,,,f0068e0f,Josh Laurent__Burnley
Roméo Lavia,be BEL,MF,Chelsea,21,2004,12,4,382,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ecad9aa5,4.2,0,3,0,0.0,0.71,0.0,0.0,,0,0,ecad9aa5,4.2,,,,,,,,,,,,,,,0,,,,,,ecad9aa5,4.2,,,,,,,,,,,,,,,,,,,,,ecad9aa5,4.2,,7,,,,,,,,,,,5,,,,ecad9aa5,Roméo Lavia__Chelsea
Enzo Le Fée,fr FRA,MFFW,Sunderland,25,2000,36,33,2930,32.6,5,6,11,2,3,4,5,0,0.15,0.18,0.34,0.06,0.25,6f806d99,32.6,5,36,12,33.3,1.11,0.37,0.14,0.42,3,4,6f806d99,32.6,,,,,,,,,,,,,,,6,,,,,,6f806d99,32.6,,,,,,,,,,,,,,,,,,,,,6f806d99,32.6,,56,,,,,,,,,,,28,,,,6f806d99,Enzo Le Fée__Sunderland
Bernd Leno,de GER,GK,Fulham,33,1992,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2628fd2b,38.0,0,0,0,,0.0,0.0,,,0,0,2628fd2b,38.0,,,,,,,,,,,,,,,0,,,,,,2628fd2b,38.0,,,,,,,,,,,,,,,,,,,,,2628fd2b,38.0,,1,,,,,,,,,,,1,,,,2628fd2b,Bernd Leno__Fulham
Jefferson Lerma,co COL,MFDF,Crystal Palace,30,1994,31,18,1733,19.3,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,9b5ce51a,19.3,0,19,7,36.8,0.99,0.36,0.0,0.0,0,0,9b5ce51a,19.3,,,,,,,,,,,,,,,2,,,,,,9b5ce51a,19.3,,,,,,,,,,,,,,,,,,,,,9b5ce51a,19.3,,18,,,,,,,,,,,25,,,,9b5ce51a,Jefferson Lerma__Crystal Palace
Rico Lewis,eng ENG,DF,Manchester City,20,2004,11,4,407,4.5,0,1,1,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,b57e066e,4.5,0,3,0,0.0,0.66,0.0,0.0,,0,0,b57e066e,4.5,,,,,,,,,,,,,,,1,,,,,,b57e066e,4.5,,,,,,,,,,,,,,,,,,,,,b57e066e,4.5,,4,,,,,,,,,,,7,,,,b57e066e,Rico Lewis__Manchester City
Keane Lewis-Potter,eng ENG,DFMF,Brentford,24,2001,36,22,1972,21.9,3,3,6,3,0,0,1,0,0.14,0.14,0.27,0.14,0.27,41f08ac8,21.9,3,31,9,29.0,1.41,0.41,0.1,0.33,0,0,41f08ac8,21.9,,,,,,,,,,,,,,,3,,,,,,41f08ac8,21.9,,,,,,,,,,,,,,,,,,,,,41f08ac8,21.9,,14,,,,,,,,,,,10,,,,41f08ac8,Keane Lewis-Potter__Brentford
Myles Lewis-Skelly,eng ENG,MFDF,Arsenal,18,2006,20,5,709,7.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,5dff6c28,7.9,0,2,0,0.0,0.25,0.0,0.0,,0,0,5dff6c28,7.9,,,,,,,,,,,,,,,0,,,,,,5dff6c28,7.9,,,,,,,,,,,,,,,,,,,,,5dff6c28,7.9,,5,,,,,,,,,,,5,,,,5dff6c28,Myles Lewis-Skelly__Arsenal
Matthijs de Ligt,nl NED,DF,Manchester Utd,25,1999,13,13,1170,13.0,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,d6e53a3a,13.0,1,11,3,27.3,0.85,0.23,0.09,0.33,0,0,d6e53a3a,13.0,,,,,,,,,,,,,,,0,,,,,,d6e53a3a,13.0,,,,,,,,,,,,,,,,,,,,,d6e53a3a,13.0,,13,,,,,,,,,,,11,,,,d6e53a3a,Matthijs de Ligt__Manchester Utd
Pedro Lima,br BRA,MF,Wolves,19,2006,9,3,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,b2f4cad5,2.9,0,4,1,25.0,1.38,0.35,0.0,0.0,0,0,b2f4cad5,2.9,,,,,,,,,,,,,,,0,,,,,,b2f4cad5,2.9,,,,,,,,,,,,,,,,,,,,,b2f4cad5,2.9,,5,,,,,,,,,,,4,,,,b2f4cad5,Pedro Lima__Wolves
Victor Lindelöf,se SWE,DFMF,Aston Villa,31,1994,17,11,948,10.5,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,f5deef4c,10.5,0,3,0,0.0,0.28,0.0,0.0,,0,0,f5deef4c,10.5,,,,,,,,,,,,,,,1,,,,,,f5deef4c,10.5,,,,,,,,,,,,,,,,,,,,,f5deef4c,10.5,,3,,,,,,,,,,,8,,,,f5deef4c,Victor Lindelöf__Aston Villa
Tino Livramento,eng ENG,DF,Newcastle,22,2002,17,14,1328,14.8,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,afed6722,14.8,0,3,0,0.0,0.2,0.0,0.0,,0,0,afed6722,14.8,,,,,,,,,,,,,,,1,,,,,,afed6722,14.8,,,,,,,,,,,,,,,,,,,,,afed6722,14.8,,14,,,,,,,,,,,2,,,,afed6722,Tino Livramento__Newcastle
Sean Longstaff,eng ENG,MF,Leeds United,27,1997,23,10,1011,11.2,2,2,4,2,0,0,2,0,0.18,0.18,0.36,0.18,0.36,a2b105e0,11.2,2,16,4,25.0,1.42,0.36,0.13,0.5,0,0,a2b105e0,11.2,,,,,,,,,,,,,,,2,,,,,,a2b105e0,11.2,,,,,,,,,,,,,,,,,,,,,a2b105e0,11.2,,24,,,,,,,,,,,12,,,,a2b105e0,Sean Longstaff__Leeds United
Fer López,es ESP,MF,Wolves,21,2004,9,2,235,2.6,0,1,1,0,0,0,1,0,0.0,0.38,0.38,0.0,0.38,675cacff,2.6,0,5,1,20.0,1.91,0.38,0.0,0.0,0,0,675cacff,2.6,,,,,,,,,,,,,,,1,,,,,,675cacff,2.6,,,,,,,,,,,,,,,,,,,,,675cacff,2.6,,1,,,,,,,,,,,0,,,,675cacff,Fer López__Wolves
Lucas,br BRA,MFDF,Burnley,24,2001,20,15,1409,15.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,5d68f5b2,15.7,0,16,4,25.0,1.02,0.26,0.0,0.0,0,0,5d68f5b2,15.7,,,,,,,,,,,,,,,0,,,,,,5d68f5b2,15.7,,,,,,,,,,,,,,,,,,,,,5d68f5b2,15.7,,22,,,,,,,,,,,19,,,,5d68f5b2,Lucas__Burnley
Lorenzo Lucca,it ITA,FW,Nottingham,24,2000,4,1,129,1.4,1,0,1,1,0,0,0,0,0.7,0.0,0.7,0.7,0.7,83c06f3a,1.4,1,4,1,25.0,2.79,0.7,0.25,1.0,0,0,83c06f3a,1.4,,,,,,,,,,,,,,,0,,,,,,83c06f3a,1.4,,,,,,,,,,,,,,,,,,,,,83c06f3a,1.4,,0,,,,,,,,,,,1,,,,83c06f3a,Lorenzo Lucca__Nottingham
Florentino Luís,pt POR,MF,Burnley,25,1999,31,25,2105,23.4,0,2,2,0,0,0,6,0,0.0,0.09,0.09,0.0,0.09,881cd6be,23.4,0,13,2,15.4,0.56,0.09,0.0,0.0,0,0,881cd6be,23.4,,,,,,,,,,,,,,,2,,,,,,881cd6be,23.4,,,,,,,,,,,,,,,,,,,,,881cd6be,23.4,,49,,,,,,,,,,,40,,,,881cd6be,Florentino Luís__Burnley
Douglas Luiz,br BRA,MF,Aston Villa,27,1998,13,7,604,6.7,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15,6f7d826d,6.7,1,6,4,66.7,0.89,0.6,0.17,0.25,0,0,6f7d826d,6.7,,,,,,,,,,,,,,,0,,,,,,6f7d826d,6.7,,,,,,,,,,,,,,,,,,,,,6f7d826d,6.7,,11,,,,,,,,,,,7,,,,6f7d826d,Douglas Luiz__Aston Villa
Douglas Luiz,br BRA,MF,Nottingham,27,1998,8,5,315,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,6f7d826d,3.5,0,5,1,20.0,1.43,0.29,0.0,0.0,0,0,6f7d826d,3.5,,,,,,,,,,,,,,,0,,,,,,6f7d826d,3.5,,,,,,,,,,,,,,,,,,,,,6f7d826d,3.5,,3,,,,,,,,,,,7,,,,6f7d826d,Douglas Luiz__Nottingham
Saša Lukić,rs SRB,MF,Fulham,28,1996,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.05,0.1,0.16,0.05,0.16,c6e8cf1f,19.3,1,18,6,33.3,0.93,0.31,0.06,0.17,0,0,c6e8cf1f,19.3,,,,,,,,,,,,,,,2,,,,,,c6e8cf1f,19.3,,,,,,,,,,,,,,,,,,,,,c6e8cf1f,19.3,,28,,,,,,,,,,,16,,,,c6e8cf1f,Saša Lukić__Fulham
Ian Maatsen,nl NED,DF,Aston Villa,23,2002,30,17,1605,17.8,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,cab9634e,17.8,0,20,5,25.0,1.12,0.28,0.0,0.0,0,0,cab9634e,17.8,,,,,,,,,,,,,,,1,,,,,,cab9634e,17.8,,,,,,,,,,,,,,,,,,,,,cab9634e,17.8,,31,,,,,,,,,,,18,,,,cab9634e,Ian Maatsen__Aston Villa
Alexis Mac Allister,ar ARG,MF,Liverpool,26,1998,37,31,2658,29.5,2,4,6,2,0,0,7,0,0.07,0.14,0.2,0.07,0.2,83d074ff,29.5,2,52,12,23.1,1.76,0.41,0.04,0.17,0,0,83d074ff,29.5,,,,,,,,,,,,,,,4,,,,,,83d074ff,29.5,,,,,,,,,,,,,,,,,,,,,83d074ff,29.5,,27,,,,,,,,,,,18,,,,83d074ff,Alexis Mac Allister__Liverpool
James Maddison,eng ENG,FWMF,Tottenham,28,1996,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ee38d9c5,0.4,0,2,0,0.0,4.86,0.0,0.0,,0,0,ee38d9c5,0.4,,,,,,,,,,,,,,,0,,,,,,ee38d9c5,0.4,,,,,,,,,,,,,,,,,,,,,ee38d9c5,0.4,,1,,,,,,,,,,,0,,,,ee38d9c5,James Maddison__Tottenham
Noni Madueke,eng ENG,FWMF,Arsenal,23,2002,26,16,1211,13.5,3,1,4,3,0,0,0,0,0.22,0.07,0.3,0.22,0.3,bf34eebd,13.5,3,25,9,36.0,1.86,0.67,0.12,0.33,0,0,bf34eebd,13.5,,,,,,,,,,,,,,,1,,,,,,bf34eebd,13.5,,,,,,,,,,,,,,,,,,,,,bf34eebd,13.5,,10,,,,,,,,,,,5,,,,bf34eebd,Noni Madueke__Arsenal
Gabriel Magalhães,br BRA,DF,Arsenal,27,1997,32,30,2751,30.6,3,4,7,3,0,0,4,0,0.1,0.13,0.23,0.1,0.23,67ac5bb8,30.6,3,27,7,25.9,0.88,0.23,0.11,0.43,0,0,67ac5bb8,30.6,,,,,,,,,,,,,,,4,,,,,,67ac5bb8,30.6,,,,,,,,,,,,,,,,,,,,,67ac5bb8,30.6,,20,,,,,,,,,,,22,,,,67ac5bb8,Gabriel Magalhães__Arsenal
Soungoutou Magassa,fr FRA,MF,West Ham,21,2003,22,11,981,10.9,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09,dfc5d4fa,10.9,1,7,2,28.6,0.64,0.18,0.14,0.5,0,0,dfc5d4fa,10.9,,,,,,,,,,,,,,,0,,,,,,dfc5d4fa,10.9,,,,,,,,,,,,,,,,,,,,,dfc5d4fa,10.9,,23,,,,,,,,,,,17,,,,dfc5d4fa,Soungoutou Magassa__West Ham
Harry Maguire,eng ENG,DF,Manchester Utd,32,1993,23,19,1653,18.4,1,2,3,1,0,0,3,1,0.05,0.11,0.16,0.05,0.16,d8931174,18.4,1,14,4,28.6,0.76,0.22,0.07,0.25,0,0,d8931174,18.4,,,,,,,,,,,,,,,2,,,,,,d8931174,18.4,,,,,,,,,,,,,,,,,,,,,d8931174,18.4,,17,,,,,,,,,,,12,,,,d8931174,Harry Maguire__Manchester Utd
Kobbie Mainoo,eng ENG,MF,Manchester Utd,20,2005,28,16,1662,18.5,1,2,3,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,c6220452,18.5,1,13,3,23.1,0.7,0.16,0.08,0.33,0,0,c6220452,18.5,,,,,,,,,,,,,,,2,,,,,,c6220452,18.5,,,,,,,,,,,,,,,,,,,,,c6220452,18.5,,20,,,,,,,,,,,19,,,,c6220452,Kobbie Mainoo__Manchester Utd
Tyrell Malacia,nl NED,DF,Manchester Utd,25,1999,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6b6c793c,0.2,0,0,0,,0.0,0.0,,,0,0,6b6c793c,0.2,,,,,,,,,,,,,,,0,,,,,,6b6c793c,0.2,,,,,,,,,,,,,,,,,,,,,6b6c793c,0.2,,1,,,,,,,,,,,0,,,,6b6c793c,Tyrell Malacia__Manchester Utd
Donyell Malen,nl NED,FWMF,Aston Villa,26,1999,21,5,656,7.3,4,1,5,4,0,0,0,0,0.55,0.14,0.69,0.55,0.69,116c35df,7.3,4,27,9,33.3,3.7,1.23,0.15,0.44,0,0,116c35df,7.3,,,,,,,,,,,,,,,1,,,,,,116c35df,7.3,,,,,,,,,,,,,,,,,,,,,116c35df,7.3,,2,,,,,,,,,,,0,,,,116c35df,Donyell Malen__Aston Villa
Giorgi Mamardashvili,ge GEO,GK,Liverpool,24,2000,10,10,867,9.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,d4b73232,9.6,0,0,0,,0.0,0.0,,,0,0,d4b73232,9.6,,,,,,,,,,,,,,,0,,,,,,d4b73232,9.6,,,,,,,,,,,,,,,,,,,,,d4b73232,9.6,,1,,,,,,,,,,,1,,,,d4b73232,Giorgi Mamardashvili__Liverpool
Reinildo Mandava,mz MOZ,DF,Sunderland,31,1994,25,23,1966,21.8,0,1,1,0,0,0,7,1,0.0,0.05,0.05,0.0,0.05,c20bdcd7,21.8,0,4,0,0.0,0.18,0.0,0.0,,0,0,c20bdcd7,21.8,,,,,,,,,,,,,,,1,,,,,,c20bdcd7,21.8,,,,,,,,,,,,,,,,,,,,,c20bdcd7,21.8,,23,,,,,,,,,,,29,,,,c20bdcd7,Reinildo Mandava__Sunderland
Mateus Mane,pt POR,MF,Wolves,17,2007,27,19,1795,19.9,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2,c15cb409,19.9,3,41,17,41.5,2.06,0.85,0.07,0.18,0,0,c15cb409,19.9,,,,,,,,,,,,,,,1,,,,,,c15cb409,19.9,,,,,,,,,,,,,,,,,,,,,c15cb409,19.9,,13,,,,,,,,,,,5,,,,c15cb409,Mateus Mane__Wolves
Bendito Mantato,eng ENG,MF,Manchester Utd,17,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,e8a55b80,0.2,0,0,0,,0.0,0.0,,,0,0,e8a55b80,0.2,,,,,,,,,,,,,,,0,,,,,,e8a55b80,0.2,,,,,,,,,,,,,,,,,,,,,e8a55b80,0.2,,0,,,,,,,,,,,0,,,,e8a55b80,Bendito Mantato__Manchester Utd
Solly March,eng ENG,MF,Brighton,31,1994,4,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,bb5fbd2b,0.5,0,1,1,100.0,2.2,2.2,0.0,0.0,0,0,bb5fbd2b,0.5,,,,,,,,,,,,,,,0,,,,,,bb5fbd2b,0.5,,,,,,,,,,,,,,,,,,,,,bb5fbd2b,0.5,,2,,,,,,,,,,,0,,,,bb5fbd2b,Solly March__Brighton
Omar Marmoush,eg EGY,FWMF,Manchester City,26,1999,21,8,700,7.8,3,3,6,3,0,0,3,0,0.39,0.39,0.77,0.39,0.77,0e0102eb,7.8,3,30,9,30.0,3.86,1.16,0.1,0.33,0,0,0e0102eb,7.8,,,,,,,,,,,,,,,3,,,,,,0e0102eb,7.8,,,,,,,,,,,,,,,,,,,,,0e0102eb,7.8,,8,,,,,,,,,,,2,,,,0e0102eb,Omar Marmoush__Manchester City
Callum Marshall,nir NIR,FW,West Ham,20,2004,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3a27f1bf,0.7,0,1,0,0.0,1.5,0.0,0.0,,0,0,3a27f1bf,0.7,,,,,,,,,,,,,,,0,,,,,,3a27f1bf,0.7,,,,,,,,,,,,,,,,,,,,,3a27f1bf,0.7,,0,,,,,,,,,,,2,,,,3a27f1bf,Callum Marshall__West Ham
Gabriel Martinelli,br BRA,FWMF,Arsenal,24,2001,30,11,1081,12.0,1,4,5,1,0,0,3,0,0.08,0.33,0.42,0.08,0.42,48a5a5d6,12.0,1,29,13,44.8,2.41,1.08,0.03,0.08,0,0,48a5a5d6,12.0,,,,,,,,,,,,,,,4,,,,,,48a5a5d6,12.0,,,,,,,,,,,,,,,,,,,,,48a5a5d6,12.0,,8,,,,,,,,,,,1,,,,48a5a5d6,Gabriel Martinelli__Arsenal
Emiliano Martínez,ar ARG,GK,Aston Villa,32,1992,32,32,2835,31.5,0,1,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03,7956236f,31.5,0,0,0,,0.0,0.0,,,0,0,7956236f,31.5,,,,,,,,,,,,,,,1,,,,,,7956236f,31.5,,,,,,,,,,,,,,,,,,,,,7956236f,31.5,,0,,,,,,,,,,,0,,,,7956236f,Emiliano Martínez__Aston Villa
Lisandro Martínez,ar ARG,DF,Manchester Utd,27,1998,18,13,1233,13.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,bac46a10,13.7,0,5,0,0.0,0.36,0.0,0.0,,0,0,bac46a10,13.7,,,,,,,,,,,,,,,0,,,,,,bac46a10,13.7,,,,,,,,,,,,,,,,,,,,,bac46a10,13.7,,11,,,,,,,,,,,12,,,,bac46a10,Lisandro Martínez__Manchester Utd
Arthur Masuaku,cd COD,DF,Sunderland,31,1993,3,2,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,57df7a11,1.4,0,1,0,0.0,0.71,0.0,0.0,,0,0,57df7a11,1.4,,,,,,,,,,,,,,,0,,,,,,57df7a11,1.4,,,,,,,,,,,,,,,,,,,,,57df7a11,1.4,,2,,,,,,,,,,,2,,,,57df7a11,Arthur Masuaku__Sunderland
Pape Matar Sarr,sn SEN,MF,Tottenham,22,2002,26,13,1398,15.5,2,4,6,2,0,0,3,0,0.13,0.26,0.39,0.13,0.39,feb5d972,15.5,2,17,6,35.3,1.09,0.39,0.12,0.33,0,0,feb5d972,15.5,,,,,,,,,,,,,,,4,,,,,,feb5d972,15.5,,,,,,,,,,,,,,,,,,,,,feb5d972,15.5,,21,,,,,,,,,,,14,,,,feb5d972,Pape Matar Sarr__Tottenham
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,28,1997,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.49,0.0,0.49,0.32,0.32,50e6dc35,24.6,12,63,32,50.8,2.56,1.3,0.19,0.38,4,4,50e6dc35,24.6,,,,,,,,,,,,,,,0,,,,,,50e6dc35,24.6,,,,,,,,,,,,,,,,,,,,,50e6dc35,24.6,,4,,,,,,,,,,,6,,,,50e6dc35,Jean-Philippe Mateta__Crystal Palace
Konstantinos Mavropanos,gr GRE,DF,West Ham,27,1997,31,27,2534,28.2,3,0,3,3,0,0,2,0,0.11,0.0,0.11,0.11,0.11,00963611,28.2,3,23,8,34.8,0.82,0.28,0.13,0.38,0,0,00963611,28.2,,,,,,,,,,,,,,,0,,,,,,00963611,28.2,,,,,,,,,,,,,,,,,,,,,00963611,28.2,,24,,,,,,,,,,,47,,,,00963611,Konstantinos Mavropanos__West Ham
Eliezer Mayenda,es ESP,FWMF,Sunderland,20,2005,20,8,759,8.4,2,0,2,2,0,0,0,0,0.24,0.0,0.24,0.24,0.24,6a021e43,8.4,2,13,6,46.2,1.54,0.71,0.15,0.33,0,0,6a021e43,8.4,,,,,,,,,,,,,,,0,,,,,,6a021e43,8.4,,,,,,,,,,,,,,,,,,,,,6a021e43,8.4,,3,,,,,,,,,,,1,,,,6a021e43,Eliezer Mayenda__Sunderland
Ezra Mayers,bb BRB,DF,West Ham,18,2007,6,0,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9a85a651,1.3,0,1,0,0.0,0.77,0.0,0.0,,0,0,9a85a651,1.3,,,,,,,,,,,,,,,0,,,,,,9a85a651,1.3,,,,,,,,,,,,,,,,,,,,,9a85a651,1.3,,0,,,,,,,,,,,1,,,,9a85a651,Ezra Mayers__West Ham
Noussair Mazraoui,ma MAR,DFMF,Manchester Utd,27,1997,20,11,985,10.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,b74277a0,10.9,0,5,0,0.0,0.46,0.0,0.0,,0,0,b74277a0,10.9,,,,,,,,,,,,,,,0,,,,,,b74277a0,10.9,,,,,,,,,,,,,,,,,,,,,b74277a0,10.9,,15,,,,,,,,,,,11,,,,b74277a0,Noussair Mazraoui__Manchester Utd
Bryan Mbeumo,cm CMR,MFFW,Manchester Utd,25,1999,33,31,2609,29.0,11,3,14,11,0,0,4,0,0.38,0.1,0.48,0.38,0.48,6afaebf2,29.0,11,73,32,43.8,2.52,1.1,0.15,0.34,0,0,6afaebf2,29.0,,,,,,,,,,,,,,,3,,,,,,6afaebf2,29.0,,,,,,,,,,,,,,,,,,,,,6afaebf2,29.0,,11,,,,,,,,,,,7,,,,6afaebf2,Bryan Mbeumo__Manchester Utd
James Mcatee,eng ENG,MF,Nottingham,22,2002,14,2,298,3.3,0,1,1,0,0,0,1,0,0.0,0.3,0.3,0.0,0.3,96593e89,3.3,0,4,0,0.0,1.21,0.0,0.0,,0,0,96593e89,3.3,,,,,,,,,,,,,,,1,,,,,,96593e89,3.3,,,,,,,,,,,,,,,,,,,,,96593e89,3.3,,4,,,,,,,,,,,3,,,,96593e89,James Mcatee__Nottingham
John McGinn,sct SCO,MF,Aston Villa,30,1994,30,28,2137,23.7,5,4,9,5,0,0,5,0,0.21,0.17,0.38,0.21,0.38,90f91999,23.7,5,28,12,42.9,1.18,0.51,0.18,0.42,0,0,90f91999,23.7,,,,,,,,,,,,,,,4,,,,,,90f91999,23.7,,,,,,,,,,,,,,,,,,,,,90f91999,23.7,,17,,,,,,,,,,,12,,,,90f91999,John McGinn__Aston Villa
Dwight McNeil,eng ENG,MF,Everton,25,1999,22,14,1168,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,fc15fb84,13.0,0,24,5,20.8,1.85,0.39,0.0,0.0,0,0,fc15fb84,13.0,,,,,,,,,,,,,,,1,,,,,,fc15fb84,13.0,,,,,,,,,,,,,,,,,,,,,fc15fb84,13.0,,16,,,,,,,,,,,10,,,,fc15fb84,Dwight McNeil__Everton
Hannibal Mejbri,tn TUN,MF,Burnley,22,2003,27,15,1229,13.7,1,4,5,1,0,0,10,0,0.07,0.29,0.37,0.07,0.37,ca22ccb0,13.7,1,19,5,26.3,1.39,0.37,0.05,0.2,0,0,ca22ccb0,13.7,,,,,,,,,,,,,,,4,,,,,,ca22ccb0,13.7,,,,,,,,,,,,,,,,,,,,,ca22ccb0,13.7,,17,,,,,,,,,,,7,,,,ca22ccb0,Hannibal Mejbri__Burnley
Mikel Merino,es ESP,MFFW,Arsenal,29,1996,22,10,1036,11.5,4,3,7,4,0,0,1,0,0.35,0.26,0.61,0.35,0.61,d080ed5e,11.5,4,22,8,36.4,1.91,0.69,0.18,0.5,0,0,d080ed5e,11.5,,,,,,,,,,,,,,,3,,,,,,d080ed5e,11.5,,,,,,,,,,,,,,,,,,,,,d080ed5e,11.5,,13,,,,,,,,,,,9,,,,d080ed5e,Mikel Merino__Arsenal
